Circuit delay: 868.304 ps

Gate slacks:
OUTPUT-551: 923.337 ps
OUTPUT-553: 923.337 ps
OUTPUT-556: 923.337 ps
OUTPUT-559: 923.337 ps
OUTPUT-561: 923.337 ps
OUTPUT-563: 923.337 ps
OUTPUT-565: 923.337 ps
OUTPUT-567: 923.337 ps
OUTPUT-569: 923.337 ps
OUTPUT-571: 923.337 ps
OUTPUT-573: 923.337 ps
OUTPUT-582: 933.284 ps
OUTPUT-643: 923.337 ps
OUTPUT-707: 923.337 ps
OUTPUT-813: 923.337 ps
OUTPUT-881: 920.502 ps
OUTPUT-882: 863.547 ps
OUTPUT-883: 863.547 ps
OUTPUT-884: 863.547 ps
OUTPUT-885: 863.547 ps
OUTPUT-889: 901.359 ps
OUTPUT-945: 898.919 ps
OUTPUT-1110: 914.727 ps
OUTPUT-1111: 905.62 ps
OUTPUT-1112: 914.727 ps
OUTPUT-1113: 897.656 ps
OUTPUT-1114: 905.62 ps
OUTPUT-1489: 869.542 ps
OUTPUT-1490: 879.522 ps
OUTPUT-1781: 870.323 ps
OUTPUT-10025: 593.387 ps
OUTPUT-10101: 344.056 ps
OUTPUT-10102: 364.556 ps
OUTPUT-10103: 364.556 ps
OUTPUT-10104: 311.274 ps
OUTPUT-10109: 462.034 ps
OUTPUT-10110: 497.426 ps
OUTPUT-10111: 531.758 ps
OUTPUT-10112: 565.431 ps
OUTPUT-10350: 423.411 ps
OUTPUT-10351: 423.411 ps
OUTPUT-10352: 423.411 ps
OUTPUT-10353: 423.411 ps
OUTPUT-10574: 459.682 ps
OUTPUT-10575: 466.028 ps
OUTPUT-10576: 472.379 ps
OUTPUT-10628: 306.807 ps
OUTPUT-10632: 334.725 ps
OUTPUT-10641: 300.484 ps
OUTPUT-10704: 349.196 ps
OUTPUT-10706: 246.456 ps
OUTPUT-10711: 199.502 ps
OUTPUT-10712: 235.859 ps
OUTPUT-10713: 271.373 ps
OUTPUT-10714: 306.182 ps
OUTPUT-10715: 160.791 ps
OUTPUT-10716: 198.236 ps
OUTPUT-10717: 235.105 ps
OUTPUT-10718: 271.213 ps
OUTPUT-10729: 369.322 ps
OUTPUT-10759: 240.966 ps
OUTPUT-10760: 269.49 ps
OUTPUT-10761: 269.49 ps
OUTPUT-10762: 269.49 ps
OUTPUT-10763: 269.49 ps
OUTPUT-10827: 345.074 ps
OUTPUT-10837: 218.944 ps
OUTPUT-10838: 218.944 ps
OUTPUT-10839: 218.944 ps
OUTPUT-10840: 218.944 ps
OUTPUT-10868: 214.389 ps
OUTPUT-10869: 249.564 ps
OUTPUT-10870: 283.677 ps
OUTPUT-10871: 317.131 ps
OUTPUT-10905: 280.438 ps
OUTPUT-10906: 280.438 ps
OUTPUT-10907: 280.438 ps
OUTPUT-10908: 280.438 ps
OUTPUT-11333: 107.18 ps
OUTPUT-11334: 102.039 ps
OUTPUT-11340: 86.8304 ps
OUTPUT-11342: 86.8304 ps
BUFF-387: 923.337 ps
BUFF-388: 923.337 ps
NOT-467: 920.502 ps
AND-469: 869.542 ps
BUFF-478: 923.337 ps
BUFF-482: 923.337 ps
BUFF-484: 923.337 ps
BUFF-486: 923.337 ps
BUFF-489: 923.337 ps
BUFF-492: 923.337 ps
AND-494: 791.358 ps
BUFF-501: 923.337 ps
BUFF-505: 923.337 ps
BUFF-507: 923.337 ps
BUFF-509: 923.337 ps
BUFF-511: 923.337 ps
BUFF-513: 923.337 ps
BUFF-515: 923.337 ps
BUFF-517: 923.337 ps
BUFF-519: 923.337 ps
AND-528: 791.358 ps
BUFF-535: 923.337 ps
BUFF-537: 923.337 ps
BUFF-539: 923.337 ps
BUFF-541: 923.337 ps
BUFF-543: 923.337 ps
BUFF-545: 923.337 ps
BUFF-547: 923.337 ps
BUFF-549: 923.337 ps
BUFF-551: 923.337 ps
BUFF-553: 923.337 ps
BUFF-556: 923.337 ps
BUFF-559: 923.337 ps
BUFF-561: 923.337 ps
BUFF-563: 923.337 ps
BUFF-565: 923.337 ps
BUFF-567: 923.337 ps
BUFF-569: 923.337 ps
BUFF-571: 923.337 ps
BUFF-573: 923.337 ps
AND-575: 791.358 ps
AND-578: 791.358 ps
NOT-582: 933.284 ps
NOT-585: 920.502 ps
BUFF-590: 870.323 ps
NOT-593: 914.727 ps
NOT-596: 888.871 ps
NOT-599: 377.285 ps
NOT-604: 352.848 ps
NOT-609: 396.746 ps
BUFF-614: 398.421 ps
BUFF-625: 905.62 ps
NAND-628: 442.846 ps
NAND-632: 170.638 ps
BUFF-636: 604.364 ps
NOT-641: 584.887 ps
NOT-642: 520.604 ps
BUFF-643: 923.337 ps
NOT-644: 276.543 ps
NOT-651: 248.079 ps
BUFF-657: 216.452 ps
NOT-660: 291.219 ps
NOT-666: 467.574 ps
NOT-672: 626.822 ps
NOT-673: 626.822 ps
NOT-674: 495.772 ps
BUFF-676: 86.8304 ps
BUFF-682: 313.158 ps
AND-688: 425.699 ps
BUFF-689: 148.697 ps
NOT-695: 242.957 ps
NAND-700: 427.952 ps
NOT-705: 607.404 ps
NOT-706: 520.604 ps
BUFF-707: 923.337 ps
NOT-708: 276.545 ps
NOT-715: 248.08 ps
NOT-721: 238.605 ps
NOT-727: 291.22 ps
NOT-733: 464.333 ps
NOT-734: 358.667 ps
NOT-742: 337.408 ps
NOT-748: 480.992 ps
NOT-749: 477.144 ps
BUFF-750: 743.966 ps
NOT-758: 520.877 ps
NOT-759: 230.915 ps
NOT-762: 248.08 ps
NOT-768: 238.605 ps
NOT-774: 291.22 ps
NOT-780: 327.711 ps
NOT-786: 358.675 ps
NOT-794: 337.415 ps
NOT-800: 349.802 ps
NOT-806: 376.783 ps
NOT-812: 520.608 ps
BUFF-813: 923.337 ps
NOT-814: 276.545 ps
NOT-821: 248.08 ps
NOT-827: 238.605 ps
NOT-833: 291.22 ps
NOT-839: 344.357 ps
NOT-845: 358.675 ps
NOT-853: 337.415 ps
NOT-859: 349.802 ps
NOT-865: 393.693 ps
BUFF-871: 878.915 ps
NAND-881: 920.502 ps
NOT-882: 863.547 ps
NOT-883: 863.547 ps
NOT-884: 863.547 ps
NOT-885: 863.547 ps
AND-886: 791.358 ps
AND-887: 791.358 ps
BUFF-889: 901.359 ps
BUFF-945: 898.919 ps
NOT-957: 425.699 ps
AND-1028: 584.887 ps
NAND-1029: 607.404 ps
AND-1109: 869.542 ps
NAND-1110: 914.727 ps
NOT-1111: 905.62 ps
NAND-1112: 914.727 ps
NAND-1113: 897.656 ps
NOT-1114: 905.62 ps
NOT-1115: 878.915 ps
BUFF-1116: 870.323 ps
BUFF-1119: 459.709 ps
BUFF-1125: 391.129 ps
BUFF-1132: 465.875 ps
BUFF-1136: 397.352 ps
BUFF-1141: 442.846 ps
BUFF-1147: 374.356 ps
BUFF-1154: 269.444 ps
BUFF-1160: 200.934 ps
AND-1167: 471.742 ps
AND-1174: 745.24 ps
BUFF-1175: 383.459 ps
BUFF-1182: 107.18 ps
NOT-1189: 216.452 ps
NOT-1194: 86.8304 ps
NOT-1199: 313.158 ps
NOT-1206: 306.807 ps
BUFF-1211: 347.273 ps
NOT-1218: 743.966 ps
NOT-1222: 584.887 ps
BUFF-1227: 170.638 ps
BUFF-1233: 102.039 ps
BUFF-1240: 405.769 ps
BUFF-1244: 337.236 ps
BUFF-1249: 396.018 ps
BUFF-1256: 148.697 ps
BUFF-1263: 359.774 ps
BUFF-1270: 383.459 ps
BUFF-1277: 379.156 ps
BUFF-1284: 427.952 ps
BUFF-1287: 398.421 ps
BUFF-1290: 467.574 ps
BUFF-1293: 291.219 ps
BUFF-1296: 248.079 ps
BUFF-1299: 435.278 ps
BUFF-1302: 276.543 ps
BUFF-1305: 621.619 ps
BUFF-1308: 592.097 ps
BUFF-1311: 592.927 ps
BUFF-1314: 565.499 ps
BUFF-1317: 554.043 ps
BUFF-1320: 554.043 ps
BUFF-1323: 559.795 ps
BUFF-1326: 418.83 ps
BUFF-1329: 352.848 ps
BUFF-1332: 337.408 ps
BUFF-1335: 381.675 ps
BUFF-1338: 291.22 ps
BUFF-1341: 238.605 ps
BUFF-1344: 248.08 ps
BUFF-1347: 358.667 ps
BUFF-1350: 276.545 ps
BUFF-1353: 396.746 ps
BUFF-1356: 382.796 ps
BUFF-1359: 379.743 ps
BUFF-1362: 384.014 ps
BUFF-1365: 377.285 ps
BUFF-1368: 362.848 ps
BUFF-1371: 359.085 ps
BUFF-1374: 362.848 ps
BUFF-1377: 369.963 ps
BUFF-1380: 376.783 ps
BUFF-1383: 362.915 ps
BUFF-1386: 362.915 ps
BUFF-1389: 383.088 ps
BUFF-1392: 327.711 ps
BUFF-1395: 316.327 ps
BUFF-1398: 312.564 ps
BUFF-1401: 316.327 ps
BUFF-1404: 398.979 ps
BUFF-1407: 349.802 ps
BUFF-1410: 337.415 ps
BUFF-1413: 332.069 ps
BUFF-1416: 291.22 ps
BUFF-1419: 238.605 ps
BUFF-1422: 248.08 ps
BUFF-1425: 358.675 ps
BUFF-1428: 604.364 ps
BUFF-1431: 607.358 ps
BUFF-1434: 393.693 ps
BUFF-1437: 379.744 ps
BUFF-1440: 379.744 ps
BUFF-1443: 384.016 ps
BUFF-1446: 344.357 ps
BUFF-1449: 332.973 ps
BUFF-1452: 329.21 ps
BUFF-1455: 332.973 ps
BUFF-1458: 369.963 ps
BUFF-1461: 415.777 ps
BUFF-1464: 349.802 ps
BUFF-1467: 337.415 ps
BUFF-1470: 348.756 ps
BUFF-1473: 291.22 ps
BUFF-1476: 238.605 ps
BUFF-1479: 248.08 ps
BUFF-1482: 358.675 ps
BUFF-1485: 276.545 ps
NOT-1489: 869.542 ps
BUFF-1490: 879.522 ps
AND-1537: 435.641 ps
AND-1551: 705.674 ps
AND-1649: 763.9 ps
BUFF-1703: 425.699 ps
NOR-1708: 517.147 ps
BUFF-1713: 583.348 ps
NOR-1721: 726.236 ps
BUFF-1758: 607.404 ps
AND-1781: 870.323 ps
AND-1782: 419.422 ps
NOT-1783: 394.882 ps
NOT-1789: 407.917 ps
AND-1793: 405.705 ps
AND-1794: 405.705 ps
AND-1795: 391.129 ps
AND-1796: 397.352 ps
AND-1797: 542.649 ps
AND-1798: 542.649 ps
NOT-1799: 378.123 ps
NOT-1805: 204.702 ps
AND-1811: 374.356 ps
AND-1812: 398.868 ps
AND-1813: 394.867 ps
AND-1814: 391.015 ps
AND-1815: 387.167 ps
AND-1816: 237.763 ps
AND-1817: 222.26 ps
AND-1818: 200.934 ps
AND-1819: 213.32 ps
AND-1820: 257.223 ps
NOT-1821: 427.952 ps
NOT-1822: 398.421 ps
NOT-1828: 467.574 ps
NOT-1829: 291.219 ps
NOT-1830: 248.079 ps
NOT-1832: 435.278 ps
NOT-1833: 276.543 ps
NOT-1834: 621.619 ps
NOT-1835: 592.097 ps
NOT-1839: 592.927 ps
NOT-1840: 565.499 ps
NOT-1841: 554.043 ps
NOT-1842: 554.043 ps
NOT-1843: 559.795 ps
NOT-1845: 383.459 ps
NOT-1851: 107.18 ps
AND-1857: 458.153 ps
AND-1858: 419.073 ps
AND-1859: 414.682 ps
AND-1860: 410.432 ps
AND-1861: 406.185 ps
AND-1862: 458.148 ps
AND-1863: 167.928 ps
AND-1864: 139.381 ps
AND-1865: 129.906 ps
AND-1866: 182.521 ps
NOT-1867: 418.83 ps
NOT-1868: 352.848 ps
NOT-1869: 337.408 ps
NOT-1870: 381.675 ps
NOT-1871: 291.22 ps
NOT-1872: 238.605 ps
NOT-1873: 248.08 ps
NOT-1874: 358.667 ps
NOT-1875: 276.545 ps
NOT-1876: 396.746 ps
NOT-1877: 382.796 ps
NOT-1878: 379.743 ps
NOT-1879: 384.014 ps
NOT-1880: 377.285 ps
NOT-1881: 362.848 ps
NOT-1882: 359.085 ps
NOT-1883: 362.848 ps
NOT-1884: 369.963 ps
BUFF-1885: 313.158 ps
BUFF-1892: 175.943 ps
BUFF-1899: 334.264 ps
BUFF-1906: 86.8304 ps
NOT-1913: 347.273 ps
BUFF-1919: 86.8304 ps
AND-1926: 474.236 ps
AND-1927: 391.848 ps
AND-1928: 378.498 ps
AND-1929: 374.246 ps
AND-1930: 369.997 ps
NOT-1931: 376.783 ps
NOT-1932: 362.915 ps
NOT-1933: 362.915 ps
NOT-1934: 383.088 ps
NOT-1935: 327.711 ps
NOT-1936: 316.327 ps
NOT-1937: 312.564 ps
NOT-1938: 316.327 ps
NOT-1939: 398.979 ps
NOT-1940: 349.802 ps
NOT-1941: 337.415 ps
NOT-1942: 332.069 ps
NOT-1943: 291.22 ps
NOT-1944: 238.605 ps
NOT-1945: 248.08 ps
NOT-1946: 358.675 ps
NOT-1947: 105.793 ps
NOT-1953: 347.801 ps
AND-1957: 140.124 ps
AND-1958: 111.514 ps
AND-1959: 102.039 ps
AND-1960: 154.654 ps
AND-1961: 337.236 ps
AND-1962: 542.649 ps
AND-1963: 542.649 ps
NOT-1965: 604.364 ps
AND-1966: 714.393 ps
NOT-1967: 607.358 ps
NOT-1968: 393.693 ps
NOT-1969: 379.744 ps
NOT-1970: 379.744 ps
NOT-1971: 384.016 ps
NOT-1972: 344.357 ps
NOT-1973: 332.973 ps
NOT-1974: 329.21 ps
NOT-1975: 332.973 ps
NOT-1976: 369.963 ps
NOT-1977: 396.018 ps
NOT-1983: 148.697 ps
AND-1989: 458.153 ps
AND-1990: 433.321 ps
AND-1991: 433.321 ps
AND-1992: 433.321 ps
AND-1993: 418.744 ps
AND-1994: 418.565 ps
AND-1995: 564.194 ps
AND-1996: 564.194 ps
NOT-1997: 359.774 ps
BUFF-2003: 185.643 ps
AND-2010: 382.498 ps
AND-2011: 441.034 ps
AND-2012: 437.016 ps
AND-2013: 433.173 ps
AND-2014: 429.334 ps
NOT-2015: 415.777 ps
NOT-2016: 349.802 ps
NOT-2017: 337.415 ps
NOT-2018: 348.756 ps
NOT-2019: 291.22 ps
NOT-2020: 238.605 ps
NOT-2021: 248.08 ps
NOT-2022: 358.675 ps
NOT-2023: 276.545 ps
BUFF-2024: 327.913 ps
BUFF-2031: 323.61 ps
BUFF-2038: 311.11 ps
BUFF-2045: 306.807 ps
NOT-2052: 383.459 ps
NOT-2058: 379.156 ps
AND-2064: 458.153 ps
AND-2065: 419.073 ps
AND-2066: 414.682 ps
AND-2067: 410.432 ps
AND-2068: 406.185 ps
AND-2069: 401.881 ps
AND-2070: 426.394 ps
AND-2071: 422.392 ps
AND-2072: 418.541 ps
AND-2073: 414.693 ps
BUFF-2074: 216.452 ps
BUFF-2081: 528.1 ps
BUFF-2086: 584.887 ps
NAND-2107: 409.601 ps
NAND-2108: 398.421 ps
NOT-2110: 425.699 ps
NAND-2111: 435.278 ps
NAND-2112: 603.267 ps
NAND-2113: 592.097 ps
NOT-2114: 583.348 ps
NAND-2115: 592.927 ps
NOT-2117: 726.236 ps
NOT-2171: 607.404 ps
NAND-2172: 604.364 ps
NOT-2230: 517.147 ps
BUFF-2231: 488.658 ps
BUFF-2235: 719.097 ps
OR-2239: 419.422 ps
OR-2240: 409.41 ps
OR-2241: 405.705 ps
OR-2242: 405.705 ps
OR-2243: 391.129 ps
OR-2244: 397.352 ps
OR-2245: 542.649 ps
OR-2246: 542.649 ps
OR-2247: 374.356 ps
OR-2248: 398.868 ps
OR-2249: 394.867 ps
OR-2250: 391.015 ps
OR-2251: 387.167 ps
OR-2252: 237.763 ps
OR-2253: 222.26 ps
OR-2254: 200.934 ps
OR-2255: 213.32 ps
OR-2256: 257.223 ps
NAND-2257: 398.421 ps
NOT-2267: 216.452 ps
NAND-2268: 425.699 ps
NAND-2269: 592.097 ps
NAND-2274: 583.348 ps
NOT-2275: 528.1 ps
AND-2277: 435.427 ps
AND-2278: 396.347 ps
AND-2279: 391.956 ps
AND-2280: 387.706 ps
AND-2281: 383.459 ps
AND-2282: 435.422 ps
AND-2283: 145.202 ps
AND-2284: 116.655 ps
AND-2285: 107.18 ps
AND-2286: 159.795 ps
NOT-2287: 313.158 ps
NOT-2293: 175.943 ps
AND-2299: 335.881 ps
AND-2300: 421.884 ps
AND-2301: 402.4 ps
AND-2302: 398.543 ps
AND-2303: 394.688 ps
AND-2304: 198.667 ps
AND-2305: 229.715 ps
AND-2306: 208.367 ps
AND-2307: 220.754 ps
AND-2308: 247.74 ps
NOT-2309: 334.264 ps
NOT-2315: 86.8304 ps
AND-2321: 444.152 ps
AND-2322: 400.746 ps
AND-2323: 365.484 ps
AND-2324: 361.234 ps
AND-2325: 356.987 ps
AND-2326: 437.797 ps
AND-2327: 147.577 ps
AND-2328: 119.031 ps
AND-2329: 109.555 ps
AND-2330: 162.17 ps
NOT-2331: 86.8304 ps
AND-2337: 451.512 ps
AND-2338: 369.124 ps
AND-2339: 355.774 ps
AND-2340: 351.522 ps
AND-2341: 347.273 ps
AND-2342: 437.803 ps
AND-2343: 120.246 ps
AND-2344: 119.031 ps
AND-2345: 109.555 ps
AND-2346: 162.17 ps
OR-2347: 422.847 ps
OR-2348: 140.124 ps
OR-2349: 111.514 ps
OR-2350: 102.039 ps
OR-2351: 154.654 ps
OR-2352: 337.236 ps
OR-2353: 542.649 ps
OR-2354: 542.649 ps
NAND-2355: 607.404 ps
NOT-2356: 584.887 ps
NAND-2357: 596.085 ps
AND-2358: 435.427 ps
AND-2359: 410.595 ps
AND-2360: 410.595 ps
AND-2361: 410.595 ps
AND-2362: 396.018 ps
AND-2363: 395.811 ps
AND-2364: 541.44 ps
AND-2365: 541.44 ps
AND-2366: 148.697 ps
AND-2367: 383.659 ps
NOT-2368: 185.643 ps
AND-2374: 359.774 ps
AND-2375: 418.31 ps
AND-2376: 414.292 ps
AND-2377: 410.449 ps
AND-2378: 406.609 ps
AND-2379: 215.313 ps
AND-2380: 229.715 ps
AND-2381: 208.367 ps
AND-2382: 220.754 ps
AND-2383: 264.649 ps
NOT-2384: 327.913 ps
NOT-2390: 323.61 ps
AND-2396: 437.802 ps
AND-2397: 394.397 ps
AND-2398: 359.134 ps
AND-2399: 354.884 ps
AND-2400: 350.637 ps
AND-2401: 346.334 ps
AND-2402: 404.841 ps
AND-2403: 400.85 ps
AND-2404: 397.009 ps
AND-2405: 393.172 ps
NOT-2406: 311.11 ps
NOT-2412: 306.807 ps
AND-2418: 438.072 ps
AND-2419: 438.072 ps
AND-2420: 342.332 ps
AND-2421: 338.082 ps
AND-2422: 333.835 ps
AND-2423: 329.532 ps
AND-2424: 415.535 ps
AND-2425: 396.051 ps
AND-2426: 392.193 ps
AND-2427: 388.338 ps
AND-2428: 435.427 ps
AND-2429: 396.347 ps
AND-2430: 391.956 ps
AND-2431: 387.706 ps
AND-2432: 383.459 ps
AND-2433: 379.156 ps
AND-2434: 403.668 ps
AND-2435: 399.667 ps
AND-2436: 395.815 ps
AND-2437: 391.967 ps
AND-2441: 419.422 ps
AND-2442: 409.41 ps
AND-2446: 405.705 ps
AND-2450: 405.705 ps
AND-2454: 391.129 ps
AND-2458: 397.352 ps
AND-2462: 374.356 ps
AND-2466: 398.868 ps
AND-2470: 394.867 ps
AND-2474: 391.015 ps
AND-2478: 387.167 ps
AND-2482: 237.763 ps
AND-2488: 222.26 ps
AND-2496: 200.934 ps
AND-2502: 213.32 ps
AND-2508: 257.223 ps
NAND-2523: 425.699 ps
NAND-2533: 583.348 ps
NOT-2537: 719.097 ps
OR-2538: 396.347 ps
OR-2542: 391.956 ps
OR-2546: 387.706 ps
OR-2550: 383.459 ps
OR-2554: 145.202 ps
OR-2561: 116.655 ps
OR-2567: 107.18 ps
OR-2573: 159.795 ps
OR-2604: 369.124 ps
OR-2607: 355.774 ps
OR-2611: 351.522 ps
OR-2615: 347.273 ps
AND-2619: 140.124 ps
AND-2626: 111.514 ps
AND-2632: 102.039 ps
AND-2638: 154.654 ps
AND-2644: 337.236 ps
NAND-2650: 604.364 ps
NAND-2653: 584.887 ps
OR-2654: 410.595 ps
OR-2658: 410.595 ps
OR-2662: 410.595 ps
OR-2666: 396.018 ps
OR-2670: 395.811 ps
OR-2674: 148.697 ps
OR-2680: 383.659 ps
OR-2688: 359.774 ps
OR-2692: 418.31 ps
OR-2696: 414.292 ps
OR-2700: 410.449 ps
OR-2704: 406.609 ps
AND-2728: 422.847 ps
OR-2729: 396.347 ps
OR-2733: 391.956 ps
OR-2737: 387.706 ps
OR-2741: 383.459 ps
OR-2745: 379.156 ps
OR-2749: 403.668 ps
OR-2753: 399.667 ps
OR-2757: 395.815 ps
OR-2761: 391.967 ps
NOT-2765: 488.658 ps
AND-2766: 542.649 ps
AND-2769: 542.649 ps
AND-2772: 542.649 ps
AND-2775: 542.649 ps
OR-2778: 435.422 ps
OR-2781: 435.427 ps
OR-2784: 541.44 ps
OR-2787: 541.44 ps
